brand,name,type,afterUse,product_t,notable_e,skintype,Sensitive,Combination,Oily,Dry,Normal
shea moisture,papaya vitamin revive brighten body wash,bath body,redness reducingreduces irritationskin texturereduces large poresantiagingdark spotsscar healingbrighteningdryingacne triggerirritatingrosaceaeczema,,,,,,,,
mizon,collagen power firming eye cream tube,eye moisturizer,hydratinggood oily skinskin textureantiagingscar healingbrighteningirritating,,,,,,,,
dr barbara sturm,scalp serum,haircare,hydratingreduces irritationreduces large poresacne fightingbrighteningdryingirritatingrosaceaeczema,,,,,,,,
mixsoon,bifida toner,toner,,,,,,,,,
origin,plantscription multipowered youth serum,serum,good oily skinredness reducingscar healingacne fightingbrightening,,,,,,,,
billie,super salve classic,lip moisturizer,hydratingantiagingscar healingbrighteningirritating,,,,,,,,
acure,resurfacing amino acid serum,serum,hydrating,,,,,,,,
osea,atmosphere protection cream,tanning,hydratingreduces irritationantiagingscar healingbrighteningirritating,,,,,,,,
eminence organic,calm skin chamomile moisturizer,general moisturizer,good oily skinredness reducingreduces irritationskin texturereduces large poresantiagingdark spotsscar healingacne fightingbrighteningdryingacne triggerirritatingrosaceaeczema,,,,,,,,
nacomi,hyaluronic acid serum hyaluronic bomb,serum,good oily skinskin texturereduces large poresantiagingscar healingbrighteningdryingirritating,,,,,,,,
skii,pitera facial treatment mask,sheet mask,reduces irritationreduces large pore,,,,,,,,
milani,glow hydrating skin tint,face makeup,redness reducingreduces irritationskin textureantiagingdark spotsscar healingbrighteningdryingacne triggerirritatingeczema,,,,,,,,
garnier,skinactive face moisturizer aloe,wet mask,good oily skinreduces large poresantiagingscar healingacne fightingbrighteningdryingirritatingeczema,,,,,,,,
im,licorice soothing ampoule,serum,reduces irritation,,,,,,,,
beauty bay,prebiotic avocado oil cleansing gel,face cleanser,reduces irritation,,,,,,,,
miraculum,actively moisturizing creammask,overnight mask,hydratingredness reducingreduces irritationskin texturereduces large poresantiagingdark spotsscar healingbrighteningdryingacne triggerirritatingrosaceaeczema,,,,,,,,
hada labo,overnight treatment smoothing cream perfecting serum,night moisturizer,antiagingbrighteningrosacea,,,,,,,,
skin gym,youth haus gold lip mask,lip mask,redness reducingskin textureantiagingdark spotsscar healingbrighteningacne triggerirritatingeczema,,,,,,,,
sympli beautiful,rejuvenating night cream,night moisturizer,good oily skinredness reducingskin texturereduces large poresantiagingdark spotsacne fightingbrighteningdryingmay worsen oily skinirritatingeczema,,,,,,,,
nooni,marshmallow whip maker baby pink,tool,,,,,,,,,
skin gym,cryocool face mask,sheet mask,antiagingscar healingbrighteningirritatingeczema,,,,,,,,
profoot,heel rescue foot cream,bath body,hydratingredness reducingskin textureantiagingdark spotsbrighteningmay worsen oily skin,,,,,,,,
soap glory,glow mind nourishing cleansing balm,makeup remover,hydratingredness reducingskin textureantiagingdark spotsbrighteningacne trigger,,,,,,,,
cosrx,master patch intensive full size,facial treatment,good oily skinreduces large poresacne fightingbrighteningdryingirritatingeczema,,,,,,,,
biologique recherche,isoplacenta regenerating serum face,serum,reduces large poresdryingirritating,,,,,,,,
sigma,moisturizing lip balm dewy,lip moisturizer,reduces large poresantiagingscar healingbrighteningdryingirritatingrosaceaeczema,,,,,,,,
eucerin,dermopure cleansing gel,face cleanser,good oily skinreduces large poresacne fightingbrighteningdryingacne triggerirritatingeczema,,,,,,,,
mixsoon,green cica modeling pack set,wet mask,antiaging,,,,,,,,
sun bum,original spf sunscreen spray,sunscreen,antiagingscar healingbrighteningirritatingrosacea,,,,,,,,
murad,multivitamin infusion oil,facial treatment,hydratinggood oily skinredness reducingskin texturereduces large poresantiagingdark spotsscar healingacne fightingbrighteningdryingmay worsen oily skinacne triggerirritatingeczema,,,,,,,,
honest beauty,pollution solution purifying toner,toner,,,,,,,,,
love jude,sexy radish calming essence black sheet mask,sheet mask,hydratingredness reducingreduces irritationrosacea,,,,,,,,
lord berry,concealit stick concealer caramel,face makeup,good oily skinskin texturereduces large poresantiagingdark spotsscar healingacne fightingbrighteningdryingacne triggerirritating,,,,,,,,
rodan field,redefine multifunction eye cream,eye moisturizer,hydratingredness reducingskin texturereduces large poresantiagingdark spotsscar healingbrighteningdryingmay worsen oily skinacne triggerirritatingeczema,,,,,,,,
jack black,beard wash,haircare,good oily skinredness reducingreduces irritationskin texturereduces large poresantiagingdark spotsscar healingacne fightingbrighteningdryingirritatingrosaceaeczema,,,,,,,,
babor,cleansing foam,face cleanser,reduces irritation,,,,,,,,
benton,snail bee high content steam cream,general moisturizer,good oily skinredness reducingacne fightingbrighteningmay worsen oily skinacne triggerrosacea,,,,,,,,
safi,sensitive care probiotic niacinamide lightweight moisturiser,general moisturizer,good oily skinredness reducingreduces irritationantiagingacne fightingbrighteningdryingacne triggerirritating,,,,,,,,
elf cosmetic,feel facial oil hempderived cannabis sativa seed oil,oil,antiagingscar healingbrighteningacne triggerirritating,,,,,,,,
typology,ingredient micellar water,makeup remover,reduces large poresdryingirritating,,,,,,,,
mi,snail truecica miracle repair serum,serum,good oily skinredness reducingacne fightingbrightening,,,,,,,,
truly,gloat big juicy lip oil,lip moisturizer,good oily skinskin textureantiagingscar healingbrighteningacne triggerirritating,,,,,,,,
boscia,berry blend smoothing facial acid complex,wet mask,good oily skinskin texturereduces large poresantiagingdark spotsacne fightingbrighteningdryingirritatingrosaceaeczema,,,,,,,,
mizon,collagen power firming eye cream,eye moisturizer,hydratinggood oily skinskin textureantiagingscar healingbrighteningirritating,,,,,,,,
skinceuticals,hydrating gel,general moisturizer,,,,,,,,,
urban skin,resurfacing vitamin cleansing bar,face cleanser,good oily skinredness reducingskin texturereduces large poresantiagingdark spotsscar healingacne fightingbrighteningdryingacne triggerirritatingrosaceaeczema,,,,,,,,
primark,tiger grass colour correcting treatment cream,facial treatment,good oily skinredness reducingscar healingacne fightingbrighteningdryingacne trigger,,,,,,,,
medipeel,melanon cream,facial treatment,good oily skinredness reducingskin textureantiagingdark spotsscar healingacne fightingbrighteningdryingmay worsen oily skinacne trigger,,,,,,,,
drunk elephant,bar dish,tool,,,,,,,,,
route beauty,triple cleanse,face cleanser,redness reducingantiagingscar healingbrighteningirritating,,,,,,,,
face gym,skin changer succinic acid essencetoner,toner,hydratingreduces irritationreduces large poresdryingirritating,,,,,,,,
grounded sage,calendula gentle gel facial hydrator,facial treatment,reduces irritation,,,,,,,,
laneige,focus active ampoule amino acid,facial treatment,antiagingscar healingbrighteningirritating,,,,,,,,
iope,pdrn caffeine shot serum,serum,good oily skinredness reducingreduces large poresacne fightingbrighteningdryingirritating,,,,,,,,
laritzy cosmetic,cream lipstick,lip makeup,,,,,,,,,
rare beauty,soft pinch blush brush,makeup applicator,,,,,,,,,
sacheu beauty,stainless steel body gua sha,tool,,,,,,,,,
origin,check balance milky oil cleanser makeup melter,makeup remover,hydratingantiagingscar healingbrighteningirritating,,,,,,,,
perricone md,high potency classic hyaluronic intensive moisturizer,general moisturizer,hydratinggood oily skinredness reducingreduces irritationskin texturereduces large poresantiagingdark spotsscar healingacne fightingbrighteningdryingacne triggerirritatingrosaceaeczema,,,,,,,,
necessaire,body oil,oil,,,,,,,,,
essence,primer serum hydrate plump,face makeup,reduces large poresantiagingscar healingbrighteningdryingacne triggerirritating,,,,,,,,
dr jetske ultee,cleanser normal oily skin,face cleanser,,,,,,,,,
good molecule,pineapple exfoliating powder,exfoliator,redness reducingskin textureantiagingdark spot,,,,,,,,
versed,sunday morning antioxidant oilserum,oil,reduces irritationreduces large poresantiagingscar healingbrighteningdryingirritating,,,,,,,,
real technique,expert concealer makeup brush,makeup applicator,,,,,,,,,
cosmed,revolution moisturizing eye sorbet,eye moisturizer,good oily skinredness reducingskin textureantiagingdark spotsacne fightingbrightening,,,,,,,,
eclat skin london,vitamin lip serum,lip moisturizer,redness reducingskin textureantiagingdark spotsbrighteningmay worsen oily skin,,,,,,,,
dr jart,cicapair tiger grass calming mist,toner,hydratinggood oily skinredness reducingreduces irritationacne fightingbrightening,,,,,,,,
vegamour,gro ageless antigray hair serum,haircare,good oily skinredness reducingskin texturereduces large poresantiagingdark spotsacne fightingbrighteningdryingirritatingeczema,,,,,,,,
rose inc,bronzer brush,makeup applicator,,,,,,,,,
dyson,supersonic hair dryer,tool,,,,,,,,,
dr denese skinscience,pore refining toner,toner,good oily skinskin texturereduces large poresantiagingdark spotsscar healingacne fightingbrighteningdryingirritatingrosaceaeczema,,,,,,,,
timeless skin care,squalane oil pure,oil,,,,,,,,,
drg,hydra aqua watery gel cream,general moisturizer,good oily skinskin textureantiagingscar healingbrighteningirritating,,,,,,,,
catrice,sensitive geltooil cleanser,makeup remover,antiagingscar healingbrighteningirritating,,,,,,,,
pacifica,wake beautiful dream jelly face wash,face cleanser,reduces large poresdryingirritating,,,,,,,,
idealove,superfood skin savior almond love,sheet mask,good oily skinredness reducingreduces irritationskin textureantiagingdark spotsacne fightingbrightening,,,,,,,,
principia,mix cafena cido tranexmico cido ferlico,serum,good oily skinreduces large poresacne fightingbrighteningdryingirritatingeczema,,,,,,,,
neutrogena,body clear body wash pink grapefruit,bath body,good oily skinredness reducingreduces irritationskin texturereduces large poresantiagingdark spotsacne fightingbrighteningdryingirritatingeczema,,,,,,,,
tarte,flat highlighting brush,makeup applicator,,,,,,,,,
sunsense,sport spf,sunscreen,eczema,,,,,,,,
,protect perfect advanced night cream,night moisturizer,good oily skinredness reducingskin texturereduces large poresantiagingdark spotsscar healingacne fightingbrighteningdryingmay worsen oily skinacne triggerirritating,,,,,,,,
ecotools,flawless complexion foundation makeup brush,makeup applicator,,,,,,,,,
ecotools,fresh perfecting makeup beauty blending sponge,makeup applicator,,,,,,,,,
dae,vegan detangle style brush,tool,,,,,,,,,
ecotools,deep cleansing exfoliating facial brush,tool,,,,,,,,,
ecotools,flawless blending contour makeup brush,makeup applicator,,,,,,,,,
eminence organic,stone crop oxygenating fizzofoliant,exfoliator,redness reducingskin texturereduces large poresantiagingdark spotsbrighteningdryingirritating,,,,,,,,
ecotools,element fiery eye eye makeup brush kit,makeup applicator,,,,,,,,,
clearchoice,clearchoice elimaderm,serum,good oily skinredness reducingskin texturereduces large poresantiagingdark spotsacne fightingbrighteningdryingirritatingrosaceaeczema,,,,,,,,
pur cosmetic,forever soft rejuventating lip treatment,lip moisturizer,reduces irritationantiagingscar healingbrighteningacne triggerirritating,,,,,,,,
ecotools,element hydroglow skincare brush kit,makeup applicator,,,,,,,,,
mdsolarsciences,kidcrme spf,sunscreen,redness reducingskin textureantiagingdark spotsbrighteningeczema,,,,,,,,
real technique,miracle complexion sponge,makeup applicator,,,,,,,,,
ecotools,classic liquid cream foundation makeup brush,makeup applicator,,,,,,,,,
jmsolution,active lotus nourishing mask ultimate,sheet mask,good oily skinreduces irritationskin textureantiagingscar healingbrighteningacne triggerirritating,,,,,,,,
ecotools,element supernatural face makeup brush kit,makeup applicator,,,,,,,,,
ecotools,luxe soft highlight makeup brush,makeup applicator,,,,,,,,,
uriage,bariedermcica daily serum,general moisturizer,redness reducingreduces irritationreduces large poresdryingirritating,,,,,,,,
ecotools,eye enhancing duo makeup brush set,makeup applicator,,,,,,,,,
heynature,clean calm erseongcho clay mask,wet mask,redness reducingreduces irritationscar healing,,,,,,,,
parnell,cicamanu cotton clear pad,toner,redness reducingreduces irritation,,,,,,,,
dr barbara sturm,super antiaging face cream,general moisturizer,hydratingredness reducingreduces irritationantiagingscar healingbrighteningmay worsen oily skinacne triggerirritating,,,,,,,,
saem,natural condition scrub foam deep pore cleansing,face cleanser,good oily skinredness reducingskin textureantiagingdark spotsacne fightingbrighteningmay worsen oily skinacne triggereczema,,,,,,,,
urban decay,stay naked weightless liquid foundation wr,face makeup,antiagingscar healingbrighteningirritatingeczema,,,,,,,,
good molecule,pure coldpressed rosehip seed oil,oil,,,,,,,,,
round lab,dokdo mud pack,wet mask,reduces irritationbrighteningdrying,,,,,,,,
este lauder,mattifier shine control perfecting primer finisher,face makeup,redness reducingskin textureantiagingdark spotsscar healingbrighteningeczema,,,,,,,,
blab,cica barrier cleansing oil balm,face cleanser,good oily skinredness reducingskin textureantiagingscar healingbrighteningacne triggerirritating,,,,,,,,
oneskin,o eye,eye moisturizer,hydratinggood oily skinredness reducingreduces irritationacne fightingbrighteningdryingacne triggerrosaceaeczema,,,,,,,,
svr,sebiaclear mat pore mattifying care,facial treatment,good oily skinredness reducingreduces large poresantiagingscar healingacne fightingbrighteningdryingirritatingeczema,,,,,,,,
oskia,rest day comfort cream,general moisturizer,hydratingreduces irritationreduces large poresantiagingscar healingbrighteningdryingacne triggerirritating,,,,,,,,
clinique,clarifying lotion,toner,good oily skinreduces large poresacne fightingbrighteningdryingirritatingeczema,,,,,,,,
ecotools,luxe plush foundation bronzer blush brush,makeup applicator,,,,,,,,,
avne,aoxitive so antioxidant sheet mask,sheet mask,redness reducingskin textureantiagingdark spotsbrightening,,,,,,,,
